37,3,2,1915
37,4,2,2420
3,1,3,23
3,2,3,32
3,3,3,41
3,4,3,50
4,1,3,27
4,2,3,36
4,3,3,45
4,4,3,54
5,1,3,31
5,2,3,40
5,3,3,49
5,4,3,58
6,1,3,55
6,2,3,80
6,3,3,105
6,4,3,130
7,1,3,64
7,2,3,93
7,3,3,122
7,4,3,151
8,1,3,83
8,2,3,124
8,3,3,165
8,4,3,206
9,1,3,107
9,2,3,164
9,3,3,221
9,4,3,278
10,1,3,126
10,2,3,195
10,3,3,264
10,4,3,333
11,1,3,145
11,2,3,226
11,3,3,307
11,4,3,388
12,1,3,174
12,2,3,275
12,3,3,376
12,4,3,477
13,1,3,193
13,2,3,306
13,3,3,419
13,4,3,532
14,1,3,207
14,2,3,328
14,3,3,449
14,4,3,570
15,1,3,251
15,2,3,404
15,3,3,557
15,4,3,710
16,1,3,290
16,2,3,471
16,3,3,652
16,4,3,833
17,1,3,309
17,2,3,502
17,3,3,695
17,4,3,888
18,1,3,323
18,2,3,524
18,3,3,725
18,4,3,926
19,1,3,382
19,2,3,627
19,3,3,872
19,4,3,1117
20,1,3,416
20,2,3,685
20,3,3,954
20,4,3,1223
21,1,3,455
21,2,3,752
21,3,3,1049
21,4,3,1346
22,1,3,494
22,2,3,819
22,3,3,1144
22,4,3,1469
23,1,3,533
23,2,3,886
23,3,3,1239
23,4,3,1592
24,1,3,602
24,2,3,1007
24,3,3,1412
24,4,3,1817
25,1,3,661
25,2,3,1110
25,3,3,1559
25,4,3,2008
26,1,3,720
26,2,3,1213
26,3,3,1706
26,4,3,2199
27,1,3,764
27,2,3,1289
27,3,3,1814
27,4,3,2339
28,1,3,813
28,2,3,1374
28,3,3,1935
28,4,3,2496
29,1,3,862
29,2,3,1459
29,3,3,2056
29,4,3,2653
30,1,3,921
30,2,3,1562
30,3,3,2203
30,4,3,2844
31,1,3,970
31,2,3,1647
31,3,3,2324
31,4,3,3001
32,1,3,1044
32,2,3,1777
32,3,3,2510
32,4,3,3243
33,1,3,1118
33,2,3,1907
33,3,3,2696
33,4,3,3485
34,1,3,1197
34,2,3,2046
34,3,3,2895
34,4,3,3744
35,1,3,1266
35,2,3,2167
35,3,3,3068
35,4,3,3969
36,1,3,1320
36,2,3,2261
36,3,3,3202
36,4,3,4143
37,1,3,1409
37,2,3,2418
37,3,3,3427
37,4,3,4436
3,1,4,27
3,2,4,40
3,3,4,53
3,4,4,66
4,1,4,31
4,2,4,44
4,3,4,57
4,4,4,70
5,1,4,35
5,2,4,48
5,3,4,61
5,4,4,74
6,1,4,67
6,2,4,104
6,3,4,141
6,4,4,178
7,1,4,78
7,2,4,121
7,3,4,164
7,4,4,207
8,1,4,103
8,2,4,164
8,3,4,225
8,4,4,286
9,1,4,135
9,2,4,220
9,3,4,305
9,4,4,390
10,1,4,160
10,2,4,263
10,3,4,366
10,4,4,469
11,1,4,185
11,2,4,306
11,3,4,427
11,4,4,548
12,1,4,224
12,2,4,375
12,3,4,526
12,4,4,677
13,1,4,249
13,2,4,418
13,3,4,587
13,4,4,756
14,1,4,267
14,2,4,448
14,3,4,629
14,4,4,810
15,1,4,327
15,2,4,556
15,3,4,785
15,4,4,1014
16,1,4,380
16,2,4,651
16,3,4,922
16,4,4,1193
17,1,4,405
17,2,4,694
17,3,4,983
17,4,4,1272
18,1,4,423
18,2,4,724
18,3,4,1025
18,4,4,1326
19,1,4,504
19,2,4,871
19,3,4,1238
19,4,4,1605
20,1,4,550
20,2,4,953
20,3,4,1356
20,4,4,1759
21,1,4,603
21,2,4,1048
21,3,4,1493
21,4,4,1938
22,1,4,656
22,2,4,1143
22,3,4,1630
22,4,4,2117
23,1,4,709
23,2,4,1238
23,3,4,1767
23,4,4,2296
24,1,4,804
24,2,4,1411
24,3,4,2018
24,4,4,2625
25,1,4,885
25,2,4,1558
25,3,4,2231
25,4,4,2904
26,1,4,966
26,2,4,1705
26,3,4,2444
26,4,4,3183
27,1,4,1026
27,2,4,1813
27,3,4,2600
27,4,4,3387
28,1,4,1093
28,2,4,1934
28,3,4,2775
28,4,4,3616
29,1,4,1160
29,2,4,2055
29,3,4,2950
29,4,4,3845
30,1,4,1241
30,2,4,2202
30,3,4,3163
30,4,4,4124
31,1,4,1308
31,2,4,2323
31,3,4,3338
31,4,4,4353
32,1,4,1410
32,2,4,2509
32,3,4,3608
32,4,4,4707
33,1,4,1512
33,2,4,2695
33,3,4,3878
33,4,4,5061
34,1,4,1621
34,2,4,2894
34,3,4,4167
34,4,4,5440
35,1,4,1716
35,2,4,3067
35,3,4,4418
35,4,4,5769
36,1,4,1790
36,2,4,3201
36,3,4,4612
36,4,4,6023
37,1,4,1913
37,2,4,3426
37,3,4,4939
37,4,4,6452
3,1,5,31
3,2,5,48
3,3,5,65
3,4,5,82
4,1,5,35
4,2,5,52
4,3,5,69
4,4,5,86
5,1,5,39
5,2,5,56
5,3,5,73
5,4,5,90
6,1,5,79
6,2,5,128
6,3,5,177
6,4,5,226
7,1,5,92
7,2,5,149
7,3,5,206
7,4,5,263
8,1,5,123
8,2,5,204
8,3,5,285
8,4,5,366
9,1,5,163
9,2,5,276
9,3,5,389
9,4,5,502
10,1,5,194
10,2,5,331
10,3,5,468
10,4,5,605
11,1,5,225
11,2,5,386
11,3,5,547
11,4,5,708
12,1,5,274
12,2,5,475
12,3,5,676
12,4,5,877
13,1,5,305
13,2,5,530
13,3,5,755
13,4,5,980
14,1,5,327
14,2,5,568
14,3,5,809
14,4,5,1050
15,1,5,403
15,2,5,708
15,3,5,1013
15,4,5,1318
16,1,5,470
16,2,5,831
16,3,5,1192
16,4,5,1553
17,1,5,501
17,2,5,886
17,3,5,1271
17,4,5,1656
18,1,5,523
18,2,5,924
18,3,5,1325
18,4,5,1726
19,1,5,626
19,2,5,1115
19,3,5,1604
19,4,5,2093
20,1,5,684
20,2,5,1221
20,3,5,1758
20,4,5,2295
21,1,5,751
21,2,5,1344
21,3,5,1937
21,4,5,2530
22,1,5,818
22,2,5,1467
22,3,5,2116
22,4,5,2765
23,1,5,885
23,2,5,1590
23,3,5,2295
23,4,5,3000
24,1,5,1006
24,2,5,1815
24,3,5,2624
24,4,5,3433
25,1,5,1109
25,2,5,2006
25,3,5,2903
25,4,5,3800
26,1,5,1212
26,2,5,2197
26,3,5,3182
26,4,5,4167
27,1,5,1288
27,2,5,2337
27,3,5,3386
27,4,5,4435
28,1,5,1373
28,2,5,2494
28,3,5,3615
28,4,5,4736
29,1,5,1458
29,2,5,2651
29,3,5,3844
29,4,5,5037
30,1,5,1561
30,2,5,2842
30,3,5,4123
30,4,5,5404
31,1,5,1646
31,2,5,2999
31,3,5,4352
31,4,5,5705
32,1,5,1776
32,2,5,3241
32,3,5,4706
32,4,5,6171
33,1,5,1906
33,2,5,3483
33,3,5,5060
33,4,5,6637
34,1,5,2045
34,2,5,3742
34,3,5,5439
34,4,5,7136
35,1,5,2166
35,2,5,3967
35,3,5,5768
35,4,5,7569
36,1,5,2260
36,2,5,4141
36,3,5,6022
36,4,5,7903
37,1,5,2417
37,2,5,4434
37,3,5,6451
3,1,6,35
3,2,6,56
3,3,6,77
3,4,6,98
4,1,6,39
4,2,6,60
4,3,6,81
4,4,6,102
5,1,6,43
5,2,6,64
5,3,6,85
5,4,6,106
6,1,6,91
6,2,6,152
6,3,6,213
6,4,6,274
7,1,6,106
7,2,6,177
7,3,6,248
7,4,6,319
8,1,6,143
8,2,6,244
8,3,6,345
8,4,6,446
9,1,6,191
9,2,6,332
9,3,6,473
9,4,6,614
10,1,6,228
10,2,6,399
10,3,6,570
10,4,6,741
11,1,6,265
11,2,6,466
11,3,6,667
11,4,6,868
12,1,6,324
12,2,6,575
12,3,6,826
12,4,6,1077
13,1,6,361
13,2,6,642
13,3,6,923
13,4,6,1204
14,1,6,387
14,2,6,688
14,3,6,989
14,4,6,1290
15,1,6,479
15,2,6,860
15,3,6,1241
15,4,6,1622
16,1,6,560
16,2,6,1011
16,3,6,1462
16,4,6,1913
17,1,6,597
17,2,6,1078
17,3,6,1559
17,4,6,2040
18,1,6,623
18,2,6,1124
18,3,6,1625
18,4,6,2126
19,1,6,748
19,2,6,1359
19,3,6,1970
19,4,6,2581
20,1,6,818
20,2,6,1489
20,3,6,2160
20,4,6,2831
21,1,6,899
21,2,6,1640
21,3,6,2381
21,4,6,3122
22,1,6,980
22,2,6,1791
22,3,6,2602
22,4,6,3413
23,1,6,1061
23,2,6,1942
23,3,6,2823
23,4,6,3704
24,1,6,1208
24,2,6,2219
24,3,6,3230
24,4,6,4241
25,1,6,1333
25,2,6,2454
25,3,6,3575
25,4,6,4696
26,1,6,1458
26,2,6,2689
26,3,6,3920
26,4,6,5151
27,1,6,1550
27,2,6,2861
27,3,6,4172
27,4,6,5483
28,1,6,1653
28,2,6,3054
28,3,6,4455
28,4,6,5856
29,1,6,1756
29,2,6,3247
29,3,6,4738
29,4,6,6229
30,1,6,1881
30,2,6,3482
30,3,6,5083
30,4,6,6684
31,1,6,1984
31,2,6,3675
31,3,6,5366
31,4,6,7057
32,1,6,2142
32,2,6,3973
32,3,6,5804
32,4,6,7635
33,1,6,2300
33,2,6,4271
33,3,6,6242
33,4,6,8213
34,1,6,2469
34,2,6,4590
34,3,6,6711
34,4,6,8832
35,1,6,2616
35,2,6,4867
35,3,6,7118
35,4,6,9369
36,1,6,2730
36,2,6,5081
36,3,6,7432
36,4,6,9783
37,1,6,2921
37,2,6,5442
37,3,6,7963
